R,-0.789363406,0.583410919,-0.191146835
,-0.590232472,-0.806840716,-0.025173152
,-0.168911342,0.092950304,0.981238605
,,,
t,2.640135138,,
,3.264749679,,
,-1.323780098,,
,,,
,,,
,R and t: from the lidar map and trajectory to the survey data,,
